83,22,89,44,59,62
49,83,75,70,85,50
64,4,5,33,85,87
12,79,24,32,38,72
67,78,15,60,42,75
36,93,65,8,42,16
17,92,78,90,74,61
6,62,91,4,46,63
36,3,52,29,24,62
28,85,11,53,98,55
22,18,71,9,80,90
47,41,57,30,3,65
41,46,97,40,3,94
96,67,77,8,28,58
30,65,77,82,6,47
51,10,49,20,43,60
72,32,26,8,43,54
53,45,57,28,80,62
21,54,1,62,76,77
50,84,40,48,72,41
26,23,40,68,78,97
6,40,55,17,99,2
15,16,64,83,64,46
34,32,26,21,17,33
29,16,92,9,62,19
12,22,30,33,31,69
31,29,49,64,98,51
76,39,85,33,73,13
58,87,46,35,45,18
71,48,4,12,92,10
47,1,18,44,5,96
11,68,41,76,95,96
41,30,25,58,45,82
15,28,90,29,87,61
41,11,89,74,15,56
46,33,34,71,9,86
33,67,77,55,59,68
1,5,24,3,31,7
97,37,46,54,52,89
47,81,53,93,82,25
42,51,50,85,54,53
51,29,93,68,11,23
88,56,38,75,30,35
10,17,82,16,75,10
97,96,4,44,58,52
34,47,25,84,16,59
87,94,79,19,98,8
4,59,64,75,37,7
81,66,91,92,36,47
39,58,24,21,90,53
15,37,91,5,70,21
14,53,22,12,51,5
69,86,3,92,1,20
27,6,75,37,95,21
55,62,23,72,2,17
93,35,9,48,5,22
37,68,75,65,61,21
7,64,71,76,31,83
12,86,10,62,40,81
23,52,99,42,24,39
14,69,82,23,15,54
81,42,98,26,46,9
68,7,38,80,19,31
93,45,52,71,85,92
57,11,73,82,81,18
60,82,59,10,69,17
63,24,57,93,66,37
55,32,81,19,83,56
99,68,12,69,15,14
52,80,96,61,23,94
22,13,66,28,26,89
74,11,1,55,2,87
43,38,27,77,39,8
73,47,29,81,23,54
70,33,64,60,27,18
64,79,85,25,9,73
6,48,59,37,75,67
8,22,80,90,84,19
94,21,35,7,20,77
70,33,54,63,6,83
54,66,25,82,30,16
29,8,84,6,20,36
93,74,72,42,45,73
29,32,1,44,83,62
6,99,3,97,48,77
28,49,14,71,18,13
73,5,61,86,49,68
57,10,71,73,17,24
39,67,39,53,86,80
45,78,88,11,19,14
53,31,65,95,33,98
40,54,99,94,54,69
57,66,43,98,25,97
73,57,38,92,89,8
75,49,9,44,63,78
12,34,90,13,84,44
36,60,8,36,4,26
61,15,99,35,58,27
78,61,49,61,33,14
84,16,67,35,74,4
20,65,40,38,56,42
89,27,50,88,66,1
94,39,19,85,7,2
95,19,42,7,63,91
79,22,59,91,61,83
57,29,21,95,45,72
34,83,4,84,36,65
68,23,86,64,79,88
58,95,2,44,79,55
92,72,2,36,48,64
94,38,97,31,41,96
60,18,14,87,80,20
62,16,90,49,91,78
22,80,52,87,50,65
7,86,78,25,98,41
94,1,35,76,51,20
3,31,2,91,43,34
45,66,13,92,89,85
30,74,71,22,43,56
70,27,56,39,8,95
96,79,81,60,17,24
12,86,5,50,67,47
66,34,49,45,13,32
97,51,69,52,32,2
3,60,28,17,72,68
76,47,27,51,76,21
19,4,13,67,32,14
65,72,24,50,99,9
98,77,13,39,91,59
2,10,43,86,20,15
48,26,50,43,97,18
32,81,74,46,60,31
70,63,78,30,98,88
69,93,34,14,81,28
9,7,76,92,16,11
67,55,11,30,78,18
56,19,12,36,14,12
73,44,29,96,74,16
6,46,90,63,37,17
84,25,40,56,90,3
66,52,94,70,95,87
88,94,82,93,23,36
13,10,27,21,99,44
88,99,38,35,27,71
70,52,76,37,77,34
74,26,96,1,42,63
43,66,82,80,1,69
5,70,95,91,24,48
23,97,71,55,98,56
73,89,95,51,40,91
88,53,70,87,5,58
7,79,13,84,40,55
80,48,89,50,76,2
83,57,48,6,41,88
86,59,28,53,99,79
85,50,31,38,74,20
37,35,84,26,30,90
15,20,28,58,67,60
39,79,35,59,41,61
38,43,4,26,11,88
96,65,72,87,45,75
3,25,49,27,25,69
57,10,34,89,51,18
56,46,63,58,93,32
9,63,77,42,44,47
8,61,11,55,80,13
22,67,6,25,72,79
93,34,29,99,7,70
513
