26,15,51,36,43,8
7,29,31,7,3,39
30,28,58,52,47,28
3,61,55,53,35,9
10,5,39,12,46,38
44,52,3,56,7,58
45,33,21,1,57,24
16,32,31,22,30,14
13,47,28,4,11,59
17,3,55,14,41,25
22,47,17,33,2,61
20,15,7,50,49,1
18,53,51,58,6,37
56,1,32,49,26,29
20,55,13,21,9,36
15,54,25,41,37,61
26,8,31,20,53,39
33,48,52,38,27,30
12,22,10,36,18,45
34,44,11,23,2,21
13,29,54,35,60,21
27,41,48,30,19,53
43,38,25,9,59,27
40,20,8,26,5,50
4,23,24,33,15,44
19,3,17,45,10,12
54,33,11,5,57,60
38,10,17,39,52,48
41,26,24,11,45,40
60,21,48,61,16,51
34,2,33,46,50,54
46,37,36,6,27,10
4,28,44,23,49,9
14,32,34,42,57,4
46,32,17,18,27,15
4,42,22,13,9,8
46,59,16,52,25,60
34,48,10,22,24,53
12,14,56,42,37,1
28,35,48,29,54,19
52,14,21,55,40,51
41,35,28,20,13,50
47,6,40,54,45,49
13,34,58,42,6,43
7,38,58,43,18,11
1,3,12,59,47,8
6,30,56,29,17,43
41,5,11,32,18,49
31,57,55,24,15,14
20,46,16,37,34,19
44,23,39,36,60,51
49,32,59,56,61,50
8,31,35,18,38,42
6,9,55,16,45,43
26,27,2,1,5,12
2,53,30,22,23,40
60,42,51,7,44,50
57,37,57,36,39,2
25,19,61,25,23,4
40,59,35,29,47,56
5,31,58,16,19,24
10,22,13,21,43,51
20,6,17,5,54,29
185
